,infected,recovered,susceptible,dead,R0,severe_cases
0,2,0,4598,0.0,0.0,0
1,5,0,4595,0.0,1.5,0
2,15,0,4585,0.0,2.1666666666666665,0
3,36,0,4564,0.0,1.7894736842105263,3
4,72,0,4528,0.0,1.9444444444444444,4
5,153,0,4447,0.0,1.9610389610389611,5
6,302,1,4297,0.0,2.006666666666667,14
7,561,4,4035,0.0,1.8956228956228955,27
8,1040,6,3554,0.0,1.905109489051095,49
9,1741,9,2850,0.0,1.8938244853737811,83
10,2484,21,2095,0.0,1.8819548872180452,114
11,3181,32,1387,0.0,1.8832844574780059,144
12,3653,52,895,0.0,1.8664314516129032,168
13,3901,94,604,1.0,1.872420262664165,173
14,4028,138,433,1.0,1.8593121929432783,180
15,4087,203,308,2.0,1.8558441558441559,185
16,4046,302,250,2.0,1.8536689419795223,184
17,3974,417,207,2.0,1.8491361146228402,182
18,3866,567,165,2.0,1.8481435127242387,178
19,3667,789,142,2.0,1.8477178423236515,164
20,3425,1049,123,3.0,1.8486978090119883,152
21,3172,1311,114,3.0,1.8501238645747315,135
22,2865,1627,105,3.0,1.8477366255144032,124
23,2509,1988,99,4.0,1.8475133579942458,113
24,2132,2372,92,4.0,1.845838458384584,92
25,1761,2748,87,4.0,1.8441080196399344,80
26,1417,3092,87,4.0,1.8441080196399344,63
27,1111,3399,86,4.0,1.8437627811860942,48
28,832,3680,84,4.0,1.8430731507968943,38
29,618,3894,84,4.0,1.8430731507968943,31
30,442,4070,84,4.0,1.8430731507968943,22
31,296,4217,83,4.0,1.8427287581699345,15
32,215,4298,83,4.0,1.8427287581699345,10
33,145,4368,83,4.0,1.8427287581699345,9
34,94,4419,83,4.0,1.8427287581699345,4
35,65,4448,83,4.0,1.8427287581699345,2
36,42,4471,83,4.0,1.8427287581699345,2
37,35,4478,83,4.0,1.8427287581699345,1
38,23,4490,83,4.0,1.8427287581699345,1
39,21,4493,82,4.0,1.8423846467946101,1
40,17,4498,81,4.0,1.8420408163265307,1
41,13,4502,81,4.0,1.8420408163265307,1
42,8,4507,81,4.0,1.8420408163265307,1
43,5,4510,81,4.0,1.8420408163265307,0
44,4,4511,81,4.0,1.8420408163265307,0
45,3,4512,81,4.0,1.8420408163265307,0
46,3,4512,81,4.0,1.8420408163265307,0
47,2,4513,81,4.0,1.8420408163265307,0
48,2,4513,81,4.0,1.8420408163265307,0
49,2,4513,81,4.0,1.8420408163265307,0
50,1,4514,81,4.0,1.8420408163265307,0
51,1,4514,81,4.0,1.8420408163265307,0
52,0,4515,81,4.0,1.8420408163265307,0
53,0,4515,81,4.0,1.8420408163265307,0
54,0,4515,81,4.0,1.8420408163265307,0
55,0,4515,81,4.0,1.8420408163265307,0
56,0,4515,81,4.0,1.8420408163265307,0
57,0,4515,81,4.0,1.8420408163265307,0
58,0,4515,81,4.0,1.8420408163265307,0
59,0,4515,81,4.0,1.8420408163265307,0
60,0,4515,81,4.0,1.8420408163265307,0
61,0,4515,81,4.0,1.8420408163265307,0
62,0,4515,81,4.0,1.8420408163265307,0
63,0,4515,81,4.0,1.8420408163265307,0
64,0,4515,81,4.0,1.8420408163265307,0
65,0,4515,81,4.0,1.8420408163265307,0
66,0,4515,81,4.0,1.8420408163265307,0
67,0,4515,81,4.0,1.8420408163265307,0
68,0,4515,81,4.0,1.8420408163265307,0
69,0,4515,81,4.0,1.8420408163265307,0
70,0,4515,81,4.0,1.8420408163265307,0
71,0,4515,81,4.0,1.8420408163265307,0
72,0,4515,81,4.0,1.8420408163265307,0
73,0,4515,81,4.0,1.8420408163265307,0
74,0,4515,81,4.0,1.8420408163265307,0
75,0,4515,81,4.0,1.8420408163265307,0
76,0,4515,81,4.0,1.8420408163265307,0
77,0,4515,81,4.0,1.8420408163265307,0
78,0,4515,81,4.0,1.8420408163265307,0
79,0,4515,81,4.0,1.8420408163265307,0
80,0,4515,81,4.0,1.8420408163265307,0
81,0,4515,81,4.0,1.8420408163265307,0
82,0,4515,81,4.0,1.8420408163265307,0
83,0,4515,81,4.0,1.8420408163265307,0
84,0,4515,81,4.0,1.8420408163265307,0
85,0,4515,81,4.0,1.8420408163265307,0
86,0,4515,81,4.0,1.8420408163265307,0
87,0,4515,81,4.0,1.8420408163265307,0
88,0,4515,81,4.0,1.8420408163265307,0
89,0,4515,81,4.0,1.8420408163265307,0
90,0,4515,81,4.0,1.8420408163265307,0
91,0,4515,81,4.0,1.8420408163265307,0
92,0,4515,81,4.0,1.8420408163265307,0
93,0,4515,81,4.0,1.8420408163265307,0
94,0,4515,81,4.0,1.8420408163265307,0
95,0,4515,81,4.0,1.8420408163265307,0
96,0,4515,81,4.0,1.8420408163265307,0
97,0,4515,81,4.0,1.8420408163265307,0
98,0,4515,81,4.0,1.8420408163265307,0
99,0,4515,81,4.0,1.8420408163265307,0
100,0,4515,81,4.0,1.8420408163265307,0
