,infected,recovered,susceptible,dead,R0,severe_cases
0,6,0,4594,0.0,0.0,1
1,10,0,4590,0.0,1.3333333333333333,1
2,16,0,4584,0.0,1.4285714285714286,1
3,32,0,4568,0.0,1.7333333333333334,2
4,68,0,4532,0.0,1.878787878787879,4
5,148,1,4451,0.0,2.072463768115942,7
6,304,2,4294,0.0,1.9867549668874172,12
7,657,5,3938,0.0,2.0246913580246915,23
8,1230,9,3361,0.0,2.0180032733224222,47
9,2009,17,2574,0.0,1.9980217606330366,82
10,2765,24,1811,0.0,1.9339819318971507,122
11,3413,46,1141,0.0,1.914079822616408,160
12,3819,67,714,0.0,1.9179436480474543,170
13,4020,118,462,0.0,1.8962826984855439,174
14,4113,179,308,0.0,1.8839560439560439,181
15,4131,255,214,0.0,1.8766066838046271,183
16,4084,359,157,0.0,1.8737331081081081,182
17,3989,494,117,0.0,1.87087338069369,176
18,3847,662,91,0.0,1.870016611295681,167
19,3646,879,74,1.0,1.870086884567646,162
20,3405,1128,66,1.0,1.8687577383408998,155
21,3113,1422,63,2.0,1.8683993399339933,134
22,2773,1769,56,2.0,1.868974042027194,112
23,2417,2127,54,2.0,1.8690280065897857,90
24,2055,2490,53,2.0,1.868670234664471,75
25,1646,2901,51,2.0,1.8679555738379268,58
26,1271,3276,51,2.0,1.8679555738379268,45
27,984,3563,51,2.0,1.8679555738379268,34
28,710,3839,49,2.0,1.8672420879572544,25
29,520,4029,49,2.0,1.8672420879572544,20
30,365,4184,49,2.0,1.8672420879572544,15
31,264,4285,49,2.0,1.8672420879572544,11
32,171,4378,49,2.0,1.8672420879572544,8
33,112,4437,49,2.0,1.8672420879572544,6
34,73,4476,49,2.0,1.8672420879572544,3
35,50,4499,49,2.0,1.8672420879572544,1
36,27,4522,49,2.0,1.8672420879572544,0
37,15,4534,49,2.0,1.8672420879572544,0
38,9,4540,49,2.0,1.8672420879572544,0
39,5,4544,49,2.0,1.8672420879572544,0
40,3,4546,49,2.0,1.8672420879572544,0
41,3,4546,49,2.0,1.8672420879572544,0
42,2,4547,49,2.0,1.8672420879572544,0
43,1,4548,49,2.0,1.8672420879572544,0
44,0,4549,49,2.0,1.8672420879572544,0
45,0,4549,49,2.0,1.8672420879572544,0
46,0,4549,49,2.0,1.8672420879572544,0
47,0,4549,49,2.0,1.8672420879572544,0
48,0,4549,49,2.0,1.8672420879572544,0
49,0,4549,49,2.0,1.8672420879572544,0
50,0,4549,49,2.0,1.8672420879572544,0
51,0,4549,49,2.0,1.8672420879572544,0
52,0,4549,49,2.0,1.8672420879572544,0
53,0,4549,49,2.0,1.8672420879572544,0
54,0,4549,49,2.0,1.8672420879572544,0
55,0,4549,49,2.0,1.8672420879572544,0
56,0,4549,49,2.0,1.8672420879572544,0
57,0,4549,49,2.0,1.8672420879572544,0
58,0,4549,49,2.0,1.8672420879572544,0
59,0,4549,49,2.0,1.8672420879572544,0
60,0,4549,49,2.0,1.8672420879572544,0
61,0,4549,49,2.0,1.8672420879572544,0
62,0,4549,49,2.0,1.8672420879572544,0
63,0,4549,49,2.0,1.8672420879572544,0
64,0,4549,49,2.0,1.8672420879572544,0
65,0,4549,49,2.0,1.8672420879572544,0
66,0,4549,49,2.0,1.8672420879572544,0
67,0,4549,49,2.0,1.8672420879572544,0
68,0,4549,49,2.0,1.8672420879572544,0
69,0,4549,49,2.0,1.8672420879572544,0
70,0,4549,49,2.0,1.8672420879572544,0
71,0,4549,49,2.0,1.8672420879572544,0
72,0,4549,49,2.0,1.8672420879572544,0
73,0,4549,49,2.0,1.8672420879572544,0
74,0,4549,49,2.0,1.8672420879572544,0
75,0,4549,49,2.0,1.8672420879572544,0
76,0,4549,49,2.0,1.8672420879572544,0
77,0,4549,49,2.0,1.8672420879572544,0
78,0,4549,49,2.0,1.8672420879572544,0
79,0,4549,49,2.0,1.8672420879572544,0
80,0,4549,49,2.0,1.8672420879572544,0
81,0,4549,49,2.0,1.8672420879572544,0
82,0,4549,49,2.0,1.8672420879572544,0
83,0,4549,49,2.0,1.8672420879572544,0
84,0,4549,49,2.0,1.8672420879572544,0
85,0,4549,49,2.0,1.8672420879572544,0
86,0,4549,49,2.0,1.8672420879572544,0
87,0,4549,49,2.0,1.8672420879572544,0
88,0,4549,49,2.0,1.8672420879572544,0
89,0,4549,49,2.0,1.8672420879572544,0
90,0,4549,49,2.0,1.8672420879572544,0
91,0,4549,49,2.0,1.8672420879572544,0
92,0,4549,49,2.0,1.8672420879572544,0
93,0,4549,49,2.0,1.8672420879572544,0
94,0,4549,49,2.0,1.8672420879572544,0
95,0,4549,49,2.0,1.8672420879572544,0
96,0,4549,49,2.0,1.8672420879572544,0
97,0,4549,49,2.0,1.8672420879572544,0
98,0,4549,49,2.0,1.8672420879572544,0
99,0,4549,49,2.0,1.8672420879572544,0
100,0,4549,49,2.0,1.8672420879572544,0
