,infected,recovered,susceptible,dead,R0,severe_cases
0,4,0,4596,0.0,0.0,0
1,4,0,4596,0.0,0.0,0
2,4,0,4596,0.0,0.0,0
3,4,0,4596,0.0,0.0,0
4,4,0,4596,0.0,0.0,0
5,5,0,4595,0.0,1.0,0
6,5,0,4595,0.0,1.0,0
7,6,0,4594,0.0,1.0,0
8,11,0,4589,0.0,1.4,0
9,12,1,4587,0.0,1.2857142857142858,0
10,15,1,4584,0.0,1.5,0
11,15,2,4583,0.0,1.4444444444444444,0
12,17,2,4581,0.0,1.3636363636363635,0
13,19,2,4579,0.0,1.3076923076923077,0
14,20,2,4578,0.0,1.2857142857142858,0
15,25,3,4572,0.0,1.5,0
16,35,4,4561,0.0,1.6666666666666667,0
17,45,4,4551,0.0,1.9565217391304348,0
18,50,5,4545,0.0,2.125,0
19,67,5,4528,0.0,2.125,0
20,78,6,4516,0.0,2.0,1
21,90,9,4501,0.0,2.021276595744681,1
22,105,12,4483,0.0,1.9482758620689655,2
23,118,14,4468,0.0,1.9104477611940298,3
24,132,18,4450,0.0,1.8717948717948718,4
25,146,21,4433,0.0,1.8111111111111111,7
26,164,26,4410,0.0,1.8058252427184467,8
27,180,32,4388,0.0,1.8245614035087718,11
28,210,36,4354,0.0,1.8059701492537314,13
29,244,44,4312,0.0,1.775,15
30,285,56,4259,0.0,1.7282051282051283,18
31,325,64,4211,0.0,1.7342342342342343,19
32,384,72,4144,0.0,1.751937984496124,22
33,436,87,4077,0.0,1.8020833333333333,30
34,490,103,4007,0.0,1.795731707317073,31
35,569,120,3911,0.0,1.8026315789473684,39
36,633,146,3821,0.0,1.8149882903981265,41
37,719,161,3720,0.0,1.8326359832635983,42
38,814,191,3595,0.0,1.8571428571428572,45
39,904,223,3473,0.0,1.8171521035598706,49
40,993,251,3356,0.0,1.8235294117647058,51
41,1116,284,3200,0.0,1.8177083333333333,56
42,1196,333,3071,0.0,1.8219832735961767,63
43,1297,381,2922,0.0,1.8156182212581344,70
44,1400,425,2775,0.0,1.8119402985074626,71
45,1484,495,2621,0.0,1.8253234750462106,77
46,1558,561,2481,0.0,1.801533219761499,83
47,1668,632,2300,0.0,1.7993730407523512,89
48,1756,709,2135,0.0,1.8069016152716593,93
49,1816,805,1979,0.0,1.809820193637621,91
50,1864,888,1848,0.0,1.8055190538764783,91
51,1862,1003,1735,0.0,1.7971105527638191,97
52,1860,1124,1616,0.0,1.7973462002412546,100
53,1845,1244,1511,0.0,1.7925624636839048,100
54,1820,1365,1415,0.0,1.7911036036036037,95
55,1789,1484,1327,0.0,1.793198025233132,100
56,1732,1629,1239,0.0,1.7875399361022364,92
57,1683,1764,1153,0.0,1.7895010395010396,91
58,1611,1902,1087,0.0,1.780314561136479,89
59,1548,2018,1034,0.0,1.7739043824701195,90
60,1470,2144,986,0.0,1.7704757233938204,84
61,1364,2310,926,0.0,1.76697159364468,78
62,1268,2449,883,0.0,1.7680952380952382,72
63,1193,2558,849,0.0,1.7657869934024506,62
64,1092,2682,826,0.0,1.7616822429906542,57
65,970,2827,803,0.0,1.7592764378478665,54
66,864,2954,782,0.0,1.7592250922509225,49
67,772,3071,757,0.0,1.7537688442211055,47
68,696,3163,741,0.0,1.7506811989100817,40
69,617,3254,729,0.0,1.7521522428636158,37
70,553,3333,714,0.0,1.7486486486486486,34
71,507,3389,704,0.0,1.748427672955975,28
72,447,3461,692,0.0,1.7491039426523298,21
73,403,3517,680,0.0,1.747434181169121,18
74,352,3580,668,0.0,1.7457777777777779,14
75,307,3635,658,0.0,1.7455673758865249,11
76,273,3677,650,0.0,1.74447391688771,9
77,244,3716,640,0.0,1.7419638925583443,8
78,216,3752,632,0.0,1.74088713219148,8
79,192,3782,626,0.0,1.7419921017990347,7
80,178,3801,621,0.0,1.7418930762489044,7
81,154,3829,617,0.0,1.7405949256342956,5
82,137,3848,615,0.0,1.7399475524475525,4
83,121,3866,613,0.0,1.7400611620795108,3
84,120,3873,607,0.0,1.7388840453356582,3
85,103,3891,606,0.0,1.7393199651264168,2
86,91,3906,603,0.0,1.7391114982578397,2
87,73,3924,603,0.0,1.7391114982578397,2
88,68,3932,600,0.0,1.738147020443671,2
89,57,3943,600,0.0,1.738147020443671,1
90,51,3949,600,0.0,1.738147020443671,1
91,45,3955,600,0.0,1.738147020443671,1
92,37,3963,600,0.0,1.738147020443671,1
93,30,3971,599,0.0,1.7378260869565216,0
94,24,3977,599,0.0,1.7378260869565216,0
95,19,3982,599,0.0,1.7378260869565216,0
96,15,3986,599,0.0,1.7378260869565216,0
97,13,3988,599,0.0,1.7378260869565216,0
98,12,3989,599,0.0,1.7378260869565216,0
99,10,3991,599,0.0,1.7378260869565216,0
100,9,3992,599,0.0,1.7378260869565216,0
