,infected,recovered,susceptible,dead,R0,severe_cases
0,9,0,4591,0.0,0.0,0
1,17,0,4583,0.0,1.1428571428571428,0
2,20,0,4580,0.0,1.1,0
3,31,0,4569,0.0,1.2941176470588236,2
4,37,0,4563,0.0,1.2727272727272727,2
5,55,1,4544,0.0,1.46875,3
6,72,2,4526,0.0,1.5853658536585367,5
7,116,3,4481,0.0,1.7741935483870968,7
8,165,7,4428,0.0,1.7912087912087913,11
9,221,11,4368,0.0,1.8278688524590163,16
10,314,13,4273,0.0,1.8275862068965518,24
11,425,14,4161,0.0,1.853448275862069,29
12,603,17,3980,0.0,1.8130563798219586,36
13,866,26,3708,0.0,1.8550420168067228,46
14,1137,35,3428,0.0,1.8879870129870129,57
15,1495,50,3055,0.0,1.8461538461538463,75
16,1850,59,2691,0.0,1.8482490272373542,92
17,2225,86,2289,0.0,1.857949959644875,103
18,2554,136,1910,0.0,1.8709002093510119,114
19,2845,181,1574,0.0,1.8658008658008658,127
20,3060,248,1292,0.0,1.857545045045045,135
21,3246,314,1039,1.0,1.8591623036649214,139
22,3340,421,838,1.0,1.8657384385877673,144
23,3384,542,673,1.0,1.8616920152091254,145
24,3356,690,553,1.0,1.8586556169429098,142
25,3285,853,461,1.0,1.8524001794526694,140
26,3178,1029,391,2.0,1.8473383194016717,126
27,3000,1259,339,2.0,1.8458532349109857,117
28,2821,1472,305,2.0,1.843010752688172,113
29,2570,1758,270,2.0,1.8430034129692834,107
30,2316,2035,247,2.0,1.841034336583298,101
31,2054,2322,222,2.0,1.8407079646017699,89
32,1777,2608,213,2.0,1.8406223717409589,78
33,1522,2875,201,2.0,1.840251572327044,71
34,1295,3111,192,2.0,1.837092731829574,62
35,1094,3320,184,2.0,1.8358333333333334,55
36,899,3520,179,2.0,1.8363863447127393,45
37,734,3690,174,2.0,1.834648940589946,38
38,618,3812,168,2.0,1.8333333333333333,30
39,480,3952,166,2.0,1.8334024036469125,23
40,362,4072,164,2.0,1.832712215320911,18
41,279,4158,161,2.0,1.8316790736145574,14
42,218,4220,160,2.0,1.8320926385442515,12
43,171,4270,157,2.0,1.8310615448161918,10
44,138,4303,157,2.0,1.8310615448161918,8
45,107,4334,157,2.0,1.8310615448161918,8
46,83,4359,156,2.0,1.8307184145334434,6
47,65,4377,156,2.0,1.8307184145334434,5
48,44,4398,156,2.0,1.8307184145334434,1
49,37,4405,156,2.0,1.8307184145334434,0
50,28,4414,156,2.0,1.8307184145334434,0
51,22,4420,156,2.0,1.8307184145334434,0
52,15,4428,155,2.0,1.8303755674783326,0
53,10,4433,155,2.0,1.8303755674783326,0
54,10,4433,155,2.0,1.8303755674783326,0
55,8,4435,155,2.0,1.8303755674783326,0
56,6,4437,155,2.0,1.8303755674783326,0
57,2,4441,155,2.0,1.8303755674783326,0
58,2,4441,155,2.0,1.8303755674783326,0
59,2,4441,155,2.0,1.8303755674783326,0
60,2,4441,155,2.0,1.8303755674783326,0
61,2,4441,155,2.0,1.8303755674783326,0
62,2,4441,155,2.0,1.8303755674783326,0
63,1,4442,155,2.0,1.8303755674783326,0
64,1,4442,155,2.0,1.8303755674783326,0
65,1,4442,155,2.0,1.8303755674783326,0
66,1,4442,155,2.0,1.8303755674783326,0
67,0,4443,155,2.0,1.8303755674783326,0
68,0,4443,155,2.0,1.8303755674783326,0
69,0,4443,155,2.0,1.8303755674783326,0
70,0,4443,155,2.0,1.8303755674783326,0
71,0,4443,155,2.0,1.8303755674783326,0
72,0,4443,155,2.0,1.8303755674783326,0
73,0,4443,155,2.0,1.8303755674783326,0
74,0,4443,155,2.0,1.8303755674783326,0
75,0,4443,155,2.0,1.8303755674783326,0
76,0,4443,155,2.0,1.8303755674783326,0
77,0,4443,155,2.0,1.8303755674783326,0
78,0,4443,155,2.0,1.8303755674783326,0
79,0,4443,155,2.0,1.8303755674783326,0
80,0,4443,155,2.0,1.8303755674783326,0
81,0,4443,155,2.0,1.8303755674783326,0
82,0,4443,155,2.0,1.8303755674783326,0
83,0,4443,155,2.0,1.8303755674783326,0
84,0,4443,155,2.0,1.8303755674783326,0
85,0,4443,155,2.0,1.8303755674783326,0
86,0,4443,155,2.0,1.8303755674783326,0
87,0,4443,155,2.0,1.8303755674783326,0
88,0,4443,155,2.0,1.8303755674783326,0
89,0,4443,155,2.0,1.8303755674783326,0
90,0,4443,155,2.0,1.8303755674783326,0
91,0,4443,155,2.0,1.8303755674783326,0
92,0,4443,155,2.0,1.8303755674783326,0
93,0,4443,155,2.0,1.8303755674783326,0
94,0,4443,155,2.0,1.8303755674783326,0
95,0,4443,155,2.0,1.8303755674783326,0
96,0,4443,155,2.0,1.8303755674783326,0
97,0,4443,155,2.0,1.8303755674783326,0
98,0,4443,155,2.0,1.8303755674783326,0
99,0,4443,155,2.0,1.8303755674783326,0
100,0,4443,155,2.0,1.8303755674783326,0
