,infected,recovered,susceptible,dead,R0,severe_cases
0,4,0,4596,0.0,0.0,1
1,8,0,4592,0.0,2.0,1
2,14,1,4585,0.0,2.2,1
3,29,1,4570,0.0,1.8571428571428572,2
4,52,1,4547,0.0,2.0416666666666665,3
5,131,1,4468,0.0,1.8823529411764706,7
6,269,1,4330,0.0,1.8865248226950355,15
7,590,2,4008,0.0,2.006825938566553,35
8,1052,3,3545,0.0,2.0134099616858236,54
9,1686,12,2902,0.0,1.9448909299655568,83
10,2478,24,2098,0.0,1.928957528957529,118
11,3170,41,1389,0.0,1.9284425736620565,151
12,3666,73,861,0.0,1.9017311608961303,177
13,3937,114,549,0.0,1.8840782122905029,190
14,4066,165,369,0.0,1.8795020008892842,199
15,4108,238,254,0.0,1.8723587753341957,201
16,4086,326,188,0.0,1.8670055061414654,198
17,4021,431,148,0.0,1.868122637547249,198
18,3885,596,119,0.0,1.8654166666666667,188
19,3685,815,100,0.0,1.8640132669983416,180
20,3441,1073,86,0.0,1.8636363636363635,167
21,3157,1360,82,1.0,1.8637489677952106,154
22,2857,1667,75,1.0,1.862026359143328,138
23,2518,2013,67,2.0,1.8607230895645028,118
24,2168,2366,64,2.0,1.8596635207221994,101
25,1818,2718,62,2.0,1.859721082854799,86
26,1475,3065,58,2.0,1.8598360655737705,73
27,1170,3372,56,2.0,1.859131859131859,58
28,860,3682,56,2.0,1.859131859131859,40
29,630,3912,56,2.0,1.859131859131859,26
30,431,4111,56,2.0,1.859131859131859,23
31,295,4247,56,2.0,1.859131859131859,17
32,191,4351,56,2.0,1.859131859131859,11
33,124,4418,55,3.0,1.8587801882930823,6
34,80,4462,55,3.0,1.8587801882930823,1
35,53,4489,55,3.0,1.8587801882930823,0
36,38,4504,55,3.0,1.8587801882930823,0
37,25,4517,55,3.0,1.8587801882930823,0
38,16,4526,55,3.0,1.8587801882930823,0
39,8,4534,55,3.0,1.8587801882930823,0
40,6,4536,55,3.0,1.8587801882930823,0
41,4,4538,55,3.0,1.8587801882930823,0
42,2,4540,55,3.0,1.8587801882930823,0
43,1,4541,55,3.0,1.8587801882930823,0
44,1,4541,55,3.0,1.8587801882930823,0
45,1,4541,55,3.0,1.8587801882930823,0
46,1,4541,55,3.0,1.8587801882930823,0
47,0,4542,55,3.0,1.8587801882930823,0
48,0,4542,55,3.0,1.8587801882930823,0
49,0,4542,55,3.0,1.8587801882930823,0
50,0,4542,55,3.0,1.8587801882930823,0
51,0,4542,55,3.0,1.8587801882930823,0
52,0,4542,55,3.0,1.8587801882930823,0
53,0,4542,55,3.0,1.8587801882930823,0
54,0,4542,55,3.0,1.8587801882930823,0
55,0,4542,55,3.0,1.8587801882930823,0
56,0,4542,55,3.0,1.8587801882930823,0
57,0,4542,55,3.0,1.8587801882930823,0
58,0,4542,55,3.0,1.8587801882930823,0
59,0,4542,55,3.0,1.8587801882930823,0
60,0,4542,55,3.0,1.8587801882930823,0
61,0,4542,55,3.0,1.8587801882930823,0
62,0,4542,55,3.0,1.8587801882930823,0
63,0,4542,55,3.0,1.8587801882930823,0
64,0,4542,55,3.0,1.8587801882930823,0
65,0,4542,55,3.0,1.8587801882930823,0
66,0,4542,55,3.0,1.8587801882930823,0
67,0,4542,55,3.0,1.8587801882930823,0
68,0,4542,55,3.0,1.8587801882930823,0
69,0,4542,55,3.0,1.8587801882930823,0
70,0,4542,55,3.0,1.8587801882930823,0
71,0,4542,55,3.0,1.8587801882930823,0
72,0,4542,55,3.0,1.8587801882930823,0
73,0,4542,55,3.0,1.8587801882930823,0
74,0,4542,55,3.0,1.8587801882930823,0
75,0,4542,55,3.0,1.8587801882930823,0
76,0,4542,55,3.0,1.8587801882930823,0
77,0,4542,55,3.0,1.8587801882930823,0
78,0,4542,55,3.0,1.8587801882930823,0
79,0,4542,55,3.0,1.8587801882930823,0
80,0,4542,55,3.0,1.8587801882930823,0
81,0,4542,55,3.0,1.8587801882930823,0
82,0,4542,55,3.0,1.8587801882930823,0
83,0,4542,55,3.0,1.8587801882930823,0
84,0,4542,55,3.0,1.8587801882930823,0
85,0,4542,55,3.0,1.8587801882930823,0
86,0,4542,55,3.0,1.8587801882930823,0
87,0,4542,55,3.0,1.8587801882930823,0
88,0,4542,55,3.0,1.8587801882930823,0
89,0,4542,55,3.0,1.8587801882930823,0
90,0,4542,55,3.0,1.8587801882930823,0
91,0,4542,55,3.0,1.8587801882930823,0
92,0,4542,55,3.0,1.8587801882930823,0
93,0,4542,55,3.0,1.8587801882930823,0
94,0,4542,55,3.0,1.8587801882930823,0
95,0,4542,55,3.0,1.8587801882930823,0
96,0,4542,55,3.0,1.8587801882930823,0
97,0,4542,55,3.0,1.8587801882930823,0
98,0,4542,55,3.0,1.8587801882930823,0
99,0,4542,55,3.0,1.8587801882930823,0
100,0,4542,55,3.0,1.8587801882930823,0
